IDA_FASH,A_FASH_IDStorage,A_FASH,A_FASHBasic,DateStart,DateFinish,IDCategory,IDSortSubCategory,IDMUnit,A_FASH_PW,IDOperation,A_FASHYield,A_FASHScrap,A_FASHProcedure,A_FASHPrint,A_FASHDelete,Text1,Text2,Text3,No1,No2,No3,Date1,Date2,Memo1,YesNo1,YesNo2
7193,"200704","DECORATION CORN",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2007",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7195,"200844","ΒΕΛΤΙΩΤΙΚΟ LANGZEIT",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7196,"202333","SOLEO",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7197,"202332","ΚΡΗΤΙΚΟ ΜΕΙΓΜΑ ΓΙΑ ΨΩΜΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7198,"200842","STARTER   LV 1",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7199,"200843","ΑΛΑΤΙ  ΔΙΑΚΟΣΜHΤΙΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7200,"200130","ΑΛΕΥΡΙ ΠΙΤΑΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7201,"200405","ΦΡΑΟΥΛΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7202,"200406","ΒΕΡΥΚΟΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7203,"200407","ΒΥΣΣΙΝΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7204,"32009","ΧΥΜΟΣ ΑΜΙΤΑ ΜΟΤΙΟΝ ΕΜΠΟΡΕΥΜΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","ΕΜΠ","32",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7205,"200108","ΑΛΕΥΡΙ ΚΡΙΘΑΡΙΟΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7206,"200114","ΑΛΕΥΡΙ ΦΥΛΛΟΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7207,"201213","ΠΑΠΡΙΚΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7210,"201206","ΣΑΛΕΠΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7211,"201207","ΑΡΩΜΑ ΦΡΑΟΥΛΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7212,"201215","ΑΡΩΜΑ ΛΕΜΟΝΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7213,"201216","ΑΡΩΜΑ ΚΑΡΥΔΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7214,"201217","ΑΡΩΜΑ ΡΟΥΜΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7215,"201218","ΛΕΜΟΝΙ ΣΕ ΣΚΟΝΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7217,"201001","ΒΕΝΖΟΙΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2010",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7218,"201003","ΣΟΡΒΙΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2010",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7219,"200203","ΖΑΧΑΡΗ ΑΧΝΗ ΑΔΙΑΒΡΟΧΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7220,"200205","ΖΑΧΑΡΗ ΔΙΑΚΟΣΜΗΤΙΚΗ ΧΟΝΔΡΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7221,"201625","ΚΑΡΥΔΑ ΙΝΔΙΩΝ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2016",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7222,"201627","ΤΑΧΙΝΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2016",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7223,"201313","ΠΑΡΙΖΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2013",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7224,"201324","ΖΑΜΠΟΝ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2013",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7225,"201729","ΜΑΡΓΑΡΙΝΗ ΦΡΕΣΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2017",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7227,"201916","ΜΑΡΜΕΛΑΔΑ ΒΕΡΥΚΟΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7228,"201921","ΚΥΒΟΙ ΦΡΟΥΤΩΝ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7229,"201919","ΚΕΡΑΣΙ ΣΤΡΑΓΓΙΣΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7230,"201922","ΑΝΑΝΑΣ ΚΟΜΠΟΣΤΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7231,"202329","ΤΣΟΥΡΕΚΙ ΜΙΧ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7233,"202703","ΠΙΤΑ ΣΦΟΛΙΑΤΑ  ΜΕ ΖΑΜΠΟΝ-ΚΑΣΕΡΙ   ΑΨΗΤΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.0999999999999999e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7235,"202705","ΠΕΙΝΙΡΛΙ ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.8000000000000003e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7236,"202706","ΚΟΥΡΟΥ ΜΕ ΛΟΥΚΑΝΙΚΟ  ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7237,"202707","ΚΟΥΡΟΥ ΜΙΝΙ ΜΕ ΤΥΡΙ   ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7238,"202708","ΚΟΥΛΟΥΡΙ ΜΕ ΤΥΡΙ  ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,1.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7239,"202709","ΚΟΥΛΟΥΡΙ ΜΕ ΖΑΜΠΟΝ-ΚΑΣΕΡΙ  ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,1.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7240,"202710","ΤΥΡΟΠΙΤΑΚΙ ΚΟΥΡΟΥ ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7241,"202711","ΤΥΡΟΠΙΤΑΚΙ ΛΑΔΙΟ ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7242,"202712","ΠΙΤΑ ΣΤΡΙΦΤΗ ΤΥΡΙ ΑΨΗΤΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.3000000000000001e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7243,"202713","ΠΙΤΑ ΣΤΡΙΦΤΗ ΣΠΑΝΑΚΙ-ΤΥΡΙ  ΑΨΗΤΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7244,"202714","ΠΙΤΑ ΣΤΡΙΦΤΗ ΚΟΛΟΥΘΙ ΑΨΗΤΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7245,"202715","ΜΠΟΥΓΑΤΣΑ ΚΡΕΜΑ 700 γρμ.",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,6.9999999999999996e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7246,"202716","ΜΠΟΥΓΑΤΣΑ ΚΡΕΜΑ 400 γρμ.",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,4.0000000000000002e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7247,"992003","ΗΜΑ ΖΥΜΗ ΠΤΙ ΦΟΥΡ ΠΟΝΤΙΟΣ",1,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Α",,1,1.0000000000000000e+00,"Χ_Φ",9.5000000000000007e-01,1.0000000000000000e-02,"1.ΖΥΓΙΣΗ ΥΛΙΚΩΝ
2.ΑΝΑΜΕΙΞΗ στο ΜΙΞΕΡ
   α.ΑΦΡΑΤΕΜΑ ΛΙΠΟΥΣ-ΖΑΧΑΡΗΣ

   β.ΣΤΑΔΙΑΚΗ ΠΡΟΣΘΗΚΗ ΑΥΓΩΝ
   γ.ΣΤΑΔΙΑΚΗ ΠΡΟΣΘΗΚΗ ΥΓΡΩΝ    Κατόπιν το γάλα σκόνη
   δ.ΠΡΟΣΘΗΚΗ ΥΛΙΚΩΝ ΣΕ ΣΚΟΝΗ(Αλευρι,μπεικιν,κ.λ.π)

3.ΚΟΠΗ-ΠΛΑΣΙΜΟ ΖΥΜΗΣ
   α.ΒΑΡΟΣ ΖΥΜΗΣ
   β. ΤΡΟΠΟΣ ΠΛΑΣΗΣ-ΣΧΗΜΑ    Κόβουμε με κορνέ.

5.ΕΨΗΣΗ
    α.ΘΕΡΜΟΚΡΑΣΙΑ:  210      o C   
    β.ΧΡΟΝΟΣ          :  10-12       min
    
6.ΚΡΥΩΜΑ-ΣΥΣΚΕΥΑΣΙΑ-ΑΠΟΘΗΚΕΥΣΗ
   α. ΧΡΟΝΟΣ(κρυωμ)                  :         min
   β. ΘΕΡΜΟΚΡΑΣΙΑ(προιόντος)  :       o C 
   γ.ΤΥΠΟΣ ΣΥΣΚΕΥΑΣΙΑΣ         
   δ.ΤΡΟΠΟΣ ΔΙΑΚΙΝΗΣΗΣ :",0,0,,,,,,,,,,0,0
7248,"200501","ΝΤΟΜΑΤΟΠΟΛΤΟΣ ΠΟΥΜΑΡΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7250,"201219","ΒΑΣΙΛΙΚΟΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7251,"201220","ΡΙΓΑΝΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7252,"201221","ΞΥΣΜΑ ΠΟΡΤΟΚΑΛΙΟΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7253,"993003","ΗΜΑ ΣΙΡΟΠΙ ΜΕΛΟΜΑΚΑΡΟΝΟΥ",1,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Α",,1,1.0000000000000000e+00,"Χ_Φ",9.5999999999999996e-01,0.0000000000000000e+00,"            SOS
Θέλουμε σιρόπι 30 γράδα. 
Διαδικασία: 
Ρίνουμε νερό ζάχαρι γλυκόζι στην αρχή ανακατεύουμε με μία κουτάλα επάνω στην φωτιά  αφού βράσει 3-4 λεπτά γραδάρουμε στα 28 γράδα .Μόλις θα το κατεβάσουμε από την φωτιά και αφού φείγει  η κάψα  (θερμοκρασία σιροπιού  όχι μεγαλύτερη από 55 βαθμούς γιατί το μελι χάνει όλες του τοις αγνές ιδιότητες)ρίχνουμε το μέλι για να μην αλειωθούν τα χαρακτηριστικά του, ανακατευουμε  και τελειωσε. Επί του σιροπιού βάζουμε μέλι 25% και το μέλι δεν χρειάζεται να είναι 3α.Κορυφή μέλι βάζουμε από επάνω στο μελομακάρονο.

Για επάλειψη επάνω στο μελομακάρονο βάζουμε στο 1 κιλό καλό ποιοτικά ζεστό ζελέ (μπελναπ του Κανάκη) 200 γρμ.νερό και βράζουμε.
Αφείνουμε να πέσει η θερμοκρασία στους 55 βαθμούς και ρίχνω 600 γρμ. Μέλι ότι καλύτερο ποιοτικά και αλοίφουμε με πινέλο.",0,0,,,,,,,,,,0,0
7255,"994005","ΗΜΑ ΓΕΜΙΣΗ ΧΩΡΙΑΤΙΚΗΣ ΤΥΡΟΠΙΤΑΣ ΚΟΛΩΝΙΑΡΗ",1,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Α",,1,1.0000000000000000e+00,"Γ06",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7256,"994006","ΗΜΑ ΓΕΜΙΣΗ ΧΩΡΙΑΤΙΚΗΣ ΣΠΑΝΑΚΟΠΙΤΑΣ",1,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Α",,1,1.0000000000000000e+00,"Γ03",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7257,"994007","ΗΜΑ ΓΕΜΙΣΗ ΧΩΡΙΑΤΙΚΗΣ ΣΠΑΝΚΟΤΥΡΟΠΙΤΑΣ",1,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Α",,1,1.0000000000000000e+00,"Γ03",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7258,"991007","ΗΜΑ ΖΥΜΗ ΧΩΡΙΑΤΙΚΟΥ ΦΥΛΛΟΥ ΚΟΛΩΝΙΑΡΗ",1,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Α",,1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,"ΑΥΤΉ ΕΊΝΑΙ Η ΠΑΛΙΑ ΣΥΝΤΑΓΗ

Υλικό	Σχόλια	Ποσότητα	Φύρα
ΑΛΕΥΡΙ Π55 ΑΡΤΟΠΟΙΙΑΣ	ΚΟΥΛΑΣ	100,00	0,00%
ΝΕΡΟ		55,00	0,00%
ΗΛΙΕΛΑΙΟ	8%	2,00	0,00%
ΖΑΧΑΡΗ		2,00	0,00%
ΑΛΑΤΙ		2,00	0,00%
ΣΟΔΑ		0,10	0,00%
ΑΝΕΝΕΡΓΗ ΜΑΓΙΑ		0,40	0,00%",0,0,,,,,,,,,,0,0
7259,"200214","L",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7260,"200847","ΒΕΛΤΙΩΤΙΚΟ BREZENGOLD PFLANZLICH",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7261,"200848","ΒΕΛΤΙΩΤΙΚΟ HALΒBACK",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7263,"200849","ΒΕΛΤΙΩΤΙΚΟ KAISERMEISTER",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7264,"200850","ΒΕΛΤΙΩΤΙΚΟ CONCORD",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7265,"200851","ΒΕΛΤΙΩΤΙΚΟ LUX",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7266,"201222","ΚΑΡΥΚ/ΑΤΑ ΕΠΙΠΑΣΗΣ( BROTGEWURZ)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7267,"202717","ΚΡΟΥΑΣΑΝ ΜΑΡΓΑΡΙΝΗΣ  120 ΓΡΜ.",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,1.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7268,"202718","ΚΡΟΥΑΣΑΝ ΜΑΡΓΑΡΙΝΗΣ 80 ΓΡΜ,",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,8.0000000000000002e-02,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7269,"202719","ΚΡΟΥΑΣΑΝ ΜΑΡΓΑΡΙΝΗΣ 25 ΓΡΜ.",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.5000000000000001e-02,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7270,"202720","ΚΑΛΤΣΟΝΕ ΑΨΗΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.0000000000000001e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7272,"200115","ΑΛΕΥΡΙ ΣΙΚΑΛΗΣ ΠΑΠΑΦΙΛΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7275,"202335","ΡΑΙΣΚΡΙΜ ΣΟΚΟΛΑΤΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7276,"201730","CANOLA BAKERS",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2017",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7277,"202337","SCHWABENKORN",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7278,"200852","LAUGE(BREZEL DIP)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7279,"201731","ΒΟΥΤΥΡΟ ΓΑΛ. 82%",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2017",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7285,"201732","ΒΟΥΤΥΡΟ ΦΕΡΜΕΝΤΕ 84%",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2017",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7288,"18098","ΦΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Φ_Β","01",1,1.0000000000000000e+00,"Ζ02",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,,0,0
7292,"202336","MOLTO KEIK",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7298,"209102","ΧΑΡΤΟΣΑΚΟΥΛΕΣ 12χ22",0,"01/01/00 00:00:00","01/01/70 00:00:00","ΥΤΣ","2091",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7307,"200132","ΑΛΕΥΡΙ ΒΙΟ  ΤΥΠΟΥ Μ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7309,"202721","ΠΑΤΑΤΟΠΙΤΑΚΙ ΑΨΗΤ0",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
7310,"202722","ΠΙΤΑ ΣΤΡΙΦΤΗ ΜΕ ΠΡΑΣΟ ΑΨΗΤΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","0",2,2.0000000000000001e-01,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
