IDB_FASH,B_FASH_IDStorage,B_FASH,B_FASHBasic,DateStart,DateFinish,IDCategory,IDSortSubCategory,IDMUnit,B_FASHPW,IDOperation,B_FASHYield,B_FASHScrap,B_FASHProcedure,B_FASHPrint,B_FASHDelete,Text1,Text2,Text3,No1,No2,No3,Date1,Date2,Memo1,YesNo1,YesNo2
6750,"200001","ΝΕΡΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ",,1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6797,"200102","ΑΛΕΥΡΙ Τ 70% ΜΑΛΑΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6798,"200103","ΑΛΕΥΡΙ Π55 ΑΡΤΟΠΟΙΙΑΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6799,"200105","ΑΛΕΥΡΙ ΣΙΚΑΛΗΣ 997",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6800,"200106","ΑΛΕΥΡΙ 90%  ΟΛΙΚΗΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6801,"200107","ΑΛΕΥΡΙ ΚΑΛΑΜΠΟΚΙΟΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6802,"200109","ΑΛΕΥΡΙ ΟΛΙΚΗΣ ΑΛΕΣΗΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6803,"200110","ΑΛΕΥΡΙ ΣΟΥΠΕΡ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6804,"200111","ΑΛΕΥΡΙ ΣΦΟΛΙΑΤΑΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6805,"200112","ΑΛΕΥΡΙ Τ. 70% ΔΥΝΑΤΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6806,"200113","ΑΛΕΥΡΙ  τ. Μ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6808,"200121","ΣΙΜΙΓΔΑΛΙ ΨΙΛΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6809,"200855","STARTER ΣΙΚΑΛΗΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6810,"200124","ΑΛΕΥΡΙ T.HOVIS",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6811,"200125","ΑΛΕΥΡΙ T. Μ ΨΙΛΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6812,"200126","ΑΛΕΥΡΙ  ΠΕΤΡ/ΛΟΥ ΟΛΙΚΗΣ ΣΚΛΗΡΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6813,"200127","ΑΛΕΥΡΙ ΤΣΟΥΡΕΚΙΟΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6814,"200854","VOLLSAUER",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6815,"200129","ΑΛΕΥΡΙ ΤΟΣΤ-ΦΡΥΓΑΝΙΑΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6816,"200201","ΖΑΧΑΡΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6817,"200202","ΖΑΧΑΡΗ ΑΧΝΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6818,"200204","ΖΑΧΑΡΗ ΜΑΥΡΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6819,"200207","ΑΜΥΛΟΣΙΡΟΠΙΟ(γλυκοζη)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6820,"200208","ΜΕΛΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6821,"200209","ΣΟΡΒΙΤΟΛΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6822,"200210","ΣΤΑΦΙΔΙΝΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6823,"200211","ΦΟΝΤΑΝ(γλασσο)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6824,"200212","ΦΡΟΥΚΤΟΖΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6825,"200213","ΔΕΞΤΡΟΖΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6826,"200222","ΙΜΒΕΡΤΟΖΑΧΑΡΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6827,"200302","ΓΑΛΑ ΣΚΟΝΗ 1%",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6828,"200303","ΓΑΛΑ ΣΚΟΝΗ 26% LEO",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6829,"200305","ΤΕΛΕΜΕΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6830,"200309","GOUDA BLOCK",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6831,"200310","ΚΑΣΕΡΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6832,"200311","ΚΕΦΑΛΟΤΥΡΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6833,"200312","ΜΥΖΗΘΡΑ (ΓΚΥΖΑ)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6834,"200315","ΦΕΤΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6835,"200320","ΕΝΤΑΜ ΦΡΑΝΤΖΟΛΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2003",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6836,"200512","ΚΕΡΑΣΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6837,"200402","ΛΕΜΟΝΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6838,"200403","ΠΟΡΤΟΚΑΛΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6839,"200404","ΣΤΑΦΙΔΑ ΞΑΝΘΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6840,"32010","ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙΟΥ ΕΜΠΟΡΕΥΜΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","ΕΜΠ","32",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6841,"200503","ΚΑΡΟΤΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6842,"200510","ΜΑΝΙΤΑΡΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6843,"200511","ΜΑΡΟΥΛΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6844,"200513","ΜΗΛΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6845,"200516","ΝΤΟΜΑΤΕΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6846,"200520","ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6847,"200527","ΣΠΑΝΑΚΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6848,"200531","ΕΛΙΕΣ ΜΑΥΡΕΣ ΦΕΤΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6849,"200532","ΕΛΙΕΣ ΠΡΑΣΙΝΕΣ ΦΕΤΕΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2005",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6850,"200601","ΚΟΥΒΕΡΤΟΥΡΑ ΥΓΕΙΑΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6851,"200602","ΣΟΚΟΛΑΤΑ ΓΑΛΑΚΤΟΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6852,"200603","ΣΟΚΟΛΑΤΑ ΛΕΥΚΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6853,"200605","ΚΑΚΑΟ 20-22%",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6854,"200609","ΑΠΟΜΙΜΗΣΗ ΣΟΚΟΛΑΤΑΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6855,"200610","ΣΟΚΟΛΑΤΑ ΤΡΟΥΦΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6856,"200611","ΣΟΚΟΛΑΤΑ ΔΑΚΡΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6857,"200612","CACAO EXTRA",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6858,"200613","CHOCOSMART CACAO",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6859,"200614","CHOCOSMART BIANCO",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2006",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6860,"200702","ΒΡΩΜΗΣ ΝΙΦΑΔΕΣ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2007",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6861,"200703","ΛΙΝΑΡΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2007",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6862,"200801","BAKING POWDER",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6863,"200803","ΑΛΑΤΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6864,"200804","ΑΛΓΙΝΙΚΑ ΑΛΑΤΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6865,"200805","ΑΜΜΩΝΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6866,"200813","ΒΥΝΗ ΔΙΑΣΤΑΤΙΚΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6867,"200814","ΒΥΝΗ ΜΗ ΔΙΑΣΤΑΤΙΚΗ ΑΡΩΜΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6868,"200815","ΒΥΝΗ ΜΗ ΔΙΑΣΤΑΤΙΚΗ  (DURA)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6869,"200816","ΒΥΝΗ ΜΗ ΔΙΑΣΤΑΤΙΚΗ ΜΑΥΡΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6870,"200818","ΓΛΟΥΤΕΝΗ ΞΗΡΗ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6871,"200827","ΜΑΓΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6872,"200860","ΜΙΓΜΑ ΦΛΩΡΕΝΤΙΝΗΣ(CRUNCHY BEE)",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6873,"200830","ΜΟΝΟΓΛΥΚΕΡΙΔΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6874,"200833","ΣΟΔΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6875,"200834","BITAMINH B",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6876,"200835","BITAMINH A",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6877,"200836","ΒΕΛΤΙΩΤΙΚΟ MAGIMIX",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6878,"200837","MALZBACK",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6879,"200838","PANIMALTINI",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6880,"200832","ΒΕΛΤΙΩΤΙΚΟ MAGIC ICE",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6881,"200840","ΒΕΛΤΙΩΤΙΚΟ ΣΟΥΠΕΡ ΣΟΦΤ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6882,"200841","Β",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6883,"200901","ΚΡΕΜΟΡΙΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2009",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6884,"200903","ΟΞΥ ΚΙΤΡΙΚΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2009",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6885,"200909","ΞΥΔΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2009",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6886,"201002","ΣΥΝΤΗΡΗΤΙΚΟ ΠΡΟΠΙΟΝΙΚΟ ΑΣΒΕΣΤΙΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2010",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6887,"201101","ΧΡΩΜΑ1 ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ 2",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2011",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6888,"201201","ΑΡΩΜΑ ΠΟΡΤΟΚΑΛΙΟΥ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6889,"201202","ΜΑΣΤΙΧΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6890,"201203","ΚΑΝΕΛΛΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6891,"201204","ΒΑΝΙΛΙΑ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6892,"201205","ΓΑΡΥΦΑΛΟ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6893,"201208","ΜΑΧΛΕΠΙ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
6894,"201209","ΚΑΚΟΥΛΕ",0,"01/01/00 00:00:00","01/01/70 00:00:00","Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0.0000000000000000e+00,,0,0,,,,,,,,,,0,0
